,id,param1,param2,k_split,r2_score,mse,rmse,filename_graph,time_diff,memory_used
0,ID1num_kernels100_n_estimators300,100,300,0,0.467538739260865,0.01243710463999495,0.11152176756129249,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID1num_kernels100_n_estimators300-100-300-k_split0.pdf,6.072715432033874,94228480
1,ID1num_kernels100_n_estimators300,100,300,1,0.42755627872827884,0.017316435016182855,0.1315919261056044,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID1num_kernels100_n_estimators300-100-300-k_split1.pdf,5.7258387070614845,-19013632
2,ID1num_kernels100_n_estimators300,100,300,2,0.4153325257393623,0.01649232183531432,0.12842243509338358,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID1num_kernels100_n_estimators300-100-300-k_split2.pdf,5.897545377025381,20905984
3,ID1num_kernels100_n_estimators300,100,300,3,0.2819740559926699,0.016235143354642316,0.12741720195735862,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID1num_kernels100_n_estimators300-100-300-k_split3.pdf,5.633274961961433,69632
4,ID1num_kernels100_n_estimators300,100,300,4,0.6014655136518117,0.011253726512269604,0.10608358267078655,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID1num_kernels100_n_estimators300-100-300-k_split4.pdf,5.836908755940385,159744
5,ID2num_kernels100_n_estimators150,100,150,0,0.5474278867477598,0.011751307968204455,0.10840344998294314,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID2num_kernels100_n_estimators150-100-150-k_split0.pdf,4.090516104944982,10371072
6,ID2num_kernels100_n_estimators150,100,150,1,0.39665648271316356,0.016317407338919426,0.12773960755740338,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID2num_kernels100_n_estimators150-100-150-k_split1.pdf,3.9315208620391786,20480
7,ID2num_kernels100_n_estimators150,100,150,2,0.478682099665489,0.014375015939709156,0.11989585455598185,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID2num_kernels100_n_estimators150-100-150-k_split2.pdf,4.019384035025723,368640
8,ID2num_kernels100_n_estimators150,100,150,3,0.44035229391841857,0.013905272397526581,0.11792061905165942,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID2num_kernels100_n_estimators150-100-150-k_split3.pdf,3.997380089946091,102400
9,ID2num_kernels100_n_estimators150,100,150,4,0.45454996960357363,0.015040159817225788,0.12263832931520956,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-Fourjoints_MiniRocket_GradBoost-IDID2num_kernels100_n_estimators150-100-150-k_split4.pdf,4.111028518062085,28672
