,id,param1,param2,k_split,r2_score,mse,rmse,filename_graph,time_diff,memory_used
0,ID1n_estimators300_min_samples_split2,300,2,0,0.5394376491401593,0.010990013119900102,0.10483326342292365,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID1n_estimators300_min_samples_split2-300-2-k_split0.pdf,7.738264571991749,65372160
1,ID1n_estimators300_min_samples_split2,300,2,1,0.5478293025409889,0.012598031918707894,0.11224095473002665,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID1n_estimators300_min_samples_split2-300-2-k_split1.pdf,7.742661835043691,15978496
2,ID1n_estimators300_min_samples_split2,300,2,2,0.6964171851013191,0.00844243633949087,0.09188273145423394,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID1n_estimators300_min_samples_split2-300-2-k_split2.pdf,7.658420591964386,9408512
3,ID1n_estimators300_min_samples_split2,300,2,3,0.5043852386511971,0.013485963861978492,0.11612908275698423,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID1n_estimators300_min_samples_split2-300-2-k_split3.pdf,7.7650706969434395,9428992
4,ID1n_estimators300_min_samples_split2,300,2,4,0.5171459474025009,0.012599080765800522,0.11224562693397246,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID1n_estimators300_min_samples_split2-300-2-k_split4.pdf,7.801401603966951,8704000
5,ID2n_estimators300_min_samples_split3,300,3,0,0.6056504653779404,0.012514613503728005,0.11186873336070273,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID2n_estimators300_min_samples_split3-300-3-k_split0.pdf,7.623659032979049,16740352
6,ID2n_estimators300_min_samples_split3,300,3,1,0.5676314290944002,0.009228659730242733,0.09606591346696669,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID2n_estimators300_min_samples_split3-300-3-k_split1.pdf,7.735894965939224,7270400
7,ID2n_estimators300_min_samples_split3,300,3,2,0.4678952309347473,0.014052289088931079,0.11854235145689948,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID2n_estimators300_min_samples_split3-300-3-k_split2.pdf,7.703981509082951,6275072
8,ID2n_estimators300_min_samples_split3,300,3,3,0.5529927889428805,0.011304453236510968,0.10632240232665441,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID2n_estimators300_min_samples_split3-300-3-k_split3.pdf,7.622755802003667,3575808
9,ID2n_estimators300_min_samples_split3,300,3,4,0.6049081574119941,0.011144622366867108,0.1055680935077787,/home/jharbin/academic/soprano/SBTPredictors/results/Mycobot-Fourjoints_2025_07_15_15_01_54/regression-Mycobot-FourjointsTSFreshWin_GradBoost-IDID2n_estimators300_min_samples_split3-300-3-k_split4.pdf,7.744004657957703,5730304
